Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,Yes,Travel_Rarely,441.0,Research & Development,17,4.0,Life Sciences,2633,2,Female,75.0,3.0,1.0,Research Scientist,3,Married,4966.0,4511.0,9,Yes,19.0,3.0,1.0,3.0,4,2.0,3,8,4.0,4.0,3.0
37,No,Travel_Rarely,558.0,Sales,2,3.0,Marketing,656,3,Male,75.0,3.0,2.0,Sales Executive,3,Married,9602.0,3010.0,4,Yes,11.0,3.0,3.0,1.0,17,3.0,2,3,0.0,1.0,0.0
26,No,Travel_Rarely,858.0,Research & Development,11,3.0,Other,2281,3,Female,62.0,3.0,2.0,Research Scientist,3,Single,3658.0,7909.0,3,No,10.0,3.0,4.0,0.0,8,4.0,4,9,7.0,1.0,7.0
47,No,Travel_Rarely,1001.0,Research & Development,4,3.0,Life Sciences,2136,3,Female,95.0,2.0,3.0,Manufacturing Director,2,Divorced,10332.0,19268.0,8,Yes,12.0,3.0,3.0,1.0,31,4.0,3,19,11.0,14.0,10.0
32,No,Travel_Rarely,1018.0,Research & Development,3,2.0,Life Sciences,727,3,Female,39.0,3.0,3.0,Research Director,4,Single,11159.0,19373.0,3,No,15.0,3.0,4.0,0.0,10,6.0,3,7,7.0,7.0,7.0
35,No,Travel_Frequently,619.0,Research & Development,5,1.0,Life Sciences,2463,1,Male,45.0,3.0,2.0,Healthcare Representative,4,Single,7755.0,22266.0,0,No,15.0,3.0,3.0,0.0,7,1.0,2,5,2.0,0.0,4.0
19,No,Travel_Rarely,1181.0,Research & Development,3,1.0,Medical,201,2,Female,79.0,3.0,1.0,Laboratory Technician,2,Single,1483.0,16102.0,1,No,14.0,3.0,4.0,0.0,1,3.0,3,1,0.0,0.0,0.0
32,No,Travel_Frequently,1311.0,Research & Development,7,3.0,Life Sciences,359,3,Male,100.0,4.0,1.0,Laboratory Technician,2,Married,2794.0,26062.0,1,No,20.0,4.0,3.0,0.0,5,3.0,1,5,1.0,0.0,3.0
46,No,Travel_Rarely,406.0,Sales,3,1.0,Marketing,1124,1,Male,52.0,3.0,4.0,Manager,3,Married,16679.875,15596.0,3,No,12.0,3.0,4.0,1.0,23,3.0,3,12,9.0,4.0,9.0
36,No,Non-Travel,1105.0,Research & Development,24,4.0,Life Sciences,419,2,Female,47.0,3.0,2.0,Laboratory Technician,2,Married,5674.0,6927.0,7,No,15.0,3.0,3.0,1.0,11,3.0,3,9,8.0,0.0,8.0
28,Yes,Travel_Rarely,1221.0,Research & Development,2,1.0,Technical Degree,2601,4,Male,29.0,3.0,1.0,Laboratory Technician,4,Married,3692.0,4603.0,1,Yes,17.0,3.0,2.0,1.0,10,3.0,4,6,7.0,5.0,6.0
26,No,Travel_Frequently,409.0,Research & Development,2,1.0,Life Sciences,2325,4,Female,97.0,3.0,1.0,Laboratory Technician,2,Married,3180.0,4665.0,0,No,16.0,3.0,3.0,3.0,5,3.0,3,1,2.0,0.0,2.0
23,No,Travel_Frequently,774.0,Research & Development,3,1.0,Life Sciences,2394,4,Male,80.0,4.0,2.0,Manufacturing Director,3,Divorced,5207.0,4973.0,1,No,19.0,3.0,3.0,2.0,8,6.0,3,9,7.0,0.0,7.0
45,No,Travel_Rarely,555.0,Research & Development,22,2.0,Life Sciences,2248,2,Female,92.0,2.0,2.0,Manufacturing Director,4,Married,5909.0,23891.0,0,No,14.0,3.0,4.0,2.0,10,2.0,2,8,8.0,3.0,8.0
35,No,Travel_Frequently,138.0,Research & Development,2,3.0,Medical,269,2,Female,37.0,3.0,2.0,Laboratory Technician,2,Single,4425.0,15986.0,5,No,11.0,3.0,4.0,0.0,10,5.0,3,6,2.0,1.0,2.0
40,No,Travel_Rarely,448.0,Research & Development,16,3.0,Life Sciences,1641,3,Female,84.0,3.0,3.0,Manufacturing Director,4,Single,7945.0,19948.0,6,Yes,15.0,3.0,4.0,0.0,18,2.0,2,4,2.0,3.0,3.0
26,Yes,Travel_Rarely,691.0,Research & Development,5,3.0,Medical,2217,1,Male,89.0,3.0,1.0,Laboratory Technician,1,Married,4030.0,9398.0,5,No,15.0,3.0,3.0,1.0,8,5.0,3,4,2.0,0.0,2.0
34,No,Travel_Frequently,426.0,Research & Development,10,4.0,Life Sciences,1615,3,Male,42.0,4.0,2.0,Manufacturing Director,4,Divorced,4724.0,17000.0,1,No,13.0,3.0,1.0,1.0,9,3.0,3,9,7.0,7.0,2.0
34,No,Travel_Rarely,204.0,Sales,14,3.0,Technical Degree,666,3,Female,31.0,3.0,1.0,Sales Representative,3,Divorced,2579.0,2912.0,1,Yes,18.0,3.0,4.0,2.0,8,3.0,3,8,2.0,0.0,6.0
26,No,Travel_Rarely,1100.0,Research & Development,14,3.0,Life Sciences,2444,1,Male,39.0,3.0,1.0,Research Scientist,3,Married,2233.0,14380.0,1,Yes,12.0,3.0,4.0,2.0,11,3.0,2,5,7.0,6.0,8.0
51,No,Travel_Frequently,1456.0,Research & Development,1,4.0,Medical,145,1,Female,30.0,2.0,3.0,Healthcare Representative,1,Single,7484.0,25796.0,3,No,20.0,4.0,3.0,0.0,23,1.0,2,13,12.0,12.0,8.0
35,No,Travel_Rarely,992.0,Research & Development,1,3.0,Medical,1564,4,Male,68.0,2.0,1.0,Laboratory Technician,1,Single,4967.0,21731.0,1,No,19.0,3.0,2.0,0.0,3,3.0,3,3,0.0,1.0,2.0
42,No,Travel_Rarely,482.0,Research & Development,5,3.0,Medical,2605,4,Male,95.0,2.0,2.0,Manufacturing Director,2,Single,6030.0,10113.0,6,Yes,13.0,3.0,4.0,0.0,5,3.0,3,3,4.0,1.0,2.0
20,Yes,Travel_Rarely,1362.0,Research & Development,10,1.0,Medical,701,4,Male,32.0,3.0,1.0,Research Scientist,3,Single,1009.0,26999.0,1,Yes,11.0,3.0,4.0,0.0,1,5.0,3,1,0.0,1.0,1.0
47,No,Travel_Rarely,1093.0,Research & Development,4,2.0,Technical Degree,2105,3,Female,87.0,2.0,4.0,Healthcare Representative,3,Single,13967.0,17812.0,7,Yes,9.0,3.0,4.0,0.0,27,2.0,3,4,1.0,0.0,7.0
31,No,Travel_Rarely,408.0,Research & Development,9,4.0,Life Sciences,493,3,Male,42.0,2.0,1.0,Research Scientist,2,Single,2657.0,7551.0,0,Yes,16.0,3.0,4.0,0.0,3,5.0,3,2,2.0,2.0,2.0
48,No,Travel_Rarely,1448.0,Research & Development,16,2.0,Life Sciences,2234,4,Male,50.0,3.0,5.0,Research Director,2,Married,16679.875,10848.0,5,No,10.0,3.0,1.0,1.0,24,2.0,3,5,2.0,0.0,3.0
28,No,Travel_Rarely,895.0,Research & Development,15,2.0,Life Sciences,1102,1,Male,50.0,3.0,1.0,Laboratory Technician,3,Divorced,2207.0,22482.0,2,No,16.0,3.0,4.0,1.0,4,5.0,2,4,2.0,2.0,2.0
40,No,Non-Travel,1142.0,Research & Development,8,2.0,Life Sciences,1552,4,Male,72.0,3.0,2.0,Healthcare Representative,4,Divorced,4069.0,8841.0,2,Yes,18.0,3.0,3.0,0.0,10,2.0,3,2,2.0,2.0,2.0
59,Yes,Travel_Rarely,283.0,Research & Development,0,4.0,Life Sciences,2142,4,Male,31.0,3.0,5.0,Research Director,2,Single,16679.875,25759.0,7,Yes,10.0,3.0,4.0,0.0,39,2.0,3,31,15.0,13.0,8.0
26,No,Travel_Rarely,439.0,Research & Development,23,3.0,Medical,2696,3,Male,42.0,3.0,1.0,Research Scientist,4,Married,2710.0,6669.0,1,No,13.0,3.0,3.0,1.0,8,2.0,1,4,2.0,0.0,2.0
43,No,Travel_Rarely,531.0,Sales,4,4.0,Marketing,1293,3,Female,56.0,2.0,3.0,Sales Executive,4,Single,4967.0,20364.0,3,No,14.0,3.0,4.0,0.0,23,3.0,4,21,7.0,15.0,17.0
37,No,Travel_Rarely,228.0,Sales,6,4.0,Medical,378,3,Male,98.0,3.0,2.0,Sales Executive,4,Married,6502.0,22825.0,4,No,14.0,3.0,2.0,1.0,7,5.0,4,5,4.0,0.0,1.0
33,No,Travel_Frequently,886.0,Research & Development,23,2.0,Medical,2414,3,Male,39.0,4.0,2.0,Laboratory Technician,4,Married,2569.0,12293.0,4,No,16.0,3.0,3.0,1.0,17,3.0,3,6,2.0,0.0,3.0
43,No,Travel_Rarely,1473.0,Research & Development,8,4.0,Other,526,3,Female,74.0,3.0,2.0,Healthcare Representative,3,Divorced,4522.0,2227.0,4,Yes,14.0,3.0,4.0,0.0,8,3.0,3,5,2.0,0.0,2.0
20,No,Travel_Rarely,1141.0,Sales,2,3.0,Medical,1657,3,Female,31.0,3.0,1.0,Sales Representative,3,Single,2783.0,13251.0,1,No,19.0,3.0,1.0,0.0,2,3.0,3,2,2.0,2.0,2.0
35,No,Travel_Frequently,146.0,Research & Development,2,4.0,Medical,1704,3,Male,79.0,2.0,1.0,Research Scientist,4,Single,4930.0,13970.0,0,Yes,14.0,3.0,3.0,0.0,6,2.0,4,5,4.0,1.0,4.0
26,Yes,Travel_Rarely,1330.0,Research & Development,21,3.0,Medical,1107,1,Male,37.0,3.0,1.0,Laboratory Technician,3,Divorced,2377.0,19373.0,1,No,20.0,4.0,3.0,1.0,1,0.0,2,1,1.0,0.0,0.0
46,Yes,Travel_Rarely,261.0,Research & Development,21,2.0,Medical,1821,4,Female,66.0,3.0,2.0,Healthcare Representative,2,Married,8926.0,10842.0,4,No,22.0,4.0,4.0,1.0,13,2.0,4,9,7.0,3.0,7.0
37,No,Travel_Frequently,1278.0,Sales,1,4.0,Medical,1700,3,Male,31.0,1.0,2.0,Sales Executive,4,Divorced,9525.0,7677.0,1,No,14.0,3.0,3.0,2.0,6,2.0,2,6,3.0,1.0,3.0
33,No,Travel_Rarely,516.0,Research & Development,8,5.0,Life Sciences,1515,4,Male,69.0,3.0,2.0,Healthcare Representative,3,Single,6388.0,22049.0,2,Yes,17.0,3.0,1.0,0.0,14,6.0,3,0,0.0,0.0,0.0
44,No,Travel_Frequently,1193.0,Research & Development,2,1.0,Medical,1496,2,Male,86.0,3.0,3.0,Manufacturing Director,3,Single,10209.0,19719.0,5,Yes,18.0,3.0,2.0,0.0,10,2.0,2,2,2.0,2.0,2.0
35,No,Travel_Frequently,482.0,Research & Development,4,4.0,Life Sciences,1350,3,Male,87.0,3.0,2.0,Research Scientist,3,Single,4249.0,2690.0,1,Yes,11.0,3.0,2.0,0.0,9,3.0,3,9,6.0,1.0,1.0
49,No,Travel_Frequently,1023.0,Sales,2,3.0,Medical,2065,4,Male,63.0,2.0,2.0,Sales Executive,2,Married,5390.0,13243.0,2,No,14.0,3.0,4.0,0.0,17,3.0,2,9,6.0,0.0,8.0
35,No,Travel_Rarely,1370.0,Research & Development,27,4.0,Life Sciences,1728,4,Male,49.0,3.0,2.0,Manufacturing Director,3,Married,6883.0,5151.0,2,No,16.0,3.0,2.0,1.0,17,3.0,3,7,7.0,0.0,7.0
49,No,Travel_Rarely,1261.0,Research & Development,7,3.0,Other,499,2,Male,31.0,2.0,3.0,Healthcare Representative,3,Single,10965.0,12066.0,8,No,24.0,4.0,3.0,0.0,26,2.0,3,5,2.0,0.0,0.0
26,Yes,Travel_Rarely,471.0,Research & Development,24,3.0,Technical Degree,622,3,Male,66.0,1.0,1.0,Laboratory Technician,4,Single,2340.0,23213.0,1,Yes,18.0,3.0,2.0,0.0,1,3.0,1,1,0.0,0.0,0.0
24,No,Travel_Frequently,535.0,Sales,24,3.0,Medical,632,4,Male,38.0,3.0,1.0,Sales Representative,4,Married,2400.0,5530.0,0,No,13.0,3.0,3.0,2.0,3,3.0,3,2,2.0,2.0,1.0
31,No,Travel_Rarely,641.0,Research & Development,7,3.0,Technical Degree,2140,4,Male,87.0,3.0,1.0,Research Scientist,1,Single,2079.0,4729.0,2,No,8.0,3.0,2.0,0.0,3,2.0,2,4,2.0,1.0,2.0
45,No,Travel_Rarely,538.0,Research & Development,1,4.0,Technical Degree,1553,1,Male,66.0,3.0,3.0,Healthcare Representative,2,Divorced,4967.0,20933.0,1,No,12.0,3.0,1.0,3.0,10,4.0,3,10,8.0,7.0,7.0
27,No,Travel_Rarely,855.0,Sales,12,3.0,Marketing,2533,3,Male,71.0,2.0,2.0,Sales Executive,3,Married,6579.0,2708.0,1,No,15.0,3.0,1.0,1.0,11,3.0,3,7,3.0,1.0,4.0
38,No,Travel_Rarely,1153.0,Research & Development,6,2.0,Other,1782,4,Female,40.0,2.0,1.0,Laboratory Technician,3,Married,4967.0,16376.0,1,No,11.0,3.0,2.0,1.0,5,3.0,3,5,4.0,0.0,4.0
38,No,Travel_Rarely,268.0,Research & Development,2,5.0,Medical,773,4,Male,92.0,3.0,1.0,Research Scientist,3,Married,3057.0,20471.0,6,Yes,13.0,3.0,2.0,1.0,6,0.0,1,1,0.0,0.0,1.0
28,No,Travel_Rarely,1476.0,Research & Development,7,2.0,Medical,412,2,Male,68.0,4.0,2.0,Healthcare Representative,1,Single,4967.0,4824.0,0,No,19.0,3.0,3.0,0.0,9,2.0,3,8,3.0,0.0,7.0
40,No,Travel_Frequently,791.0,Research & Development,2,2.0,Medical,807,3,Female,38.0,4.0,2.0,Healthcare Representative,2,Married,4244.0,9931.0,1,No,24.0,4.0,4.0,1.0,8,2.0,3,8,7.0,3.0,7.0
52,No,Travel_Frequently,1090.0,Research & Development,1,1.0,Life Sciences,2522,4,Male,65.0,3.0,3.0,Manufacturing Director,2,Married,10977.0,15811.0,3,No,20.0,3.0,2.0,1.0,26,4.0,3,5,2.0,1.0,2.0
43,No,Travel_Rarely,244.0,Human Resources,2,3.0,Life Sciences,1778,2,Male,97.0,3.0,1.0,Human Resources,4,Single,3539.0,5033.0,0,No,13.0,3.0,2.0,0.0,10,5.0,3,9,7.0,1.0,8.0
40,No,Travel_Frequently,1396.0,Research & Development,23,3.0,Medical,2360,2,Female,54.0,3.0,2.0,Research Scientist,2,Divorced,5603.0,8506.0,1,No,14.0,3.0,1.0,1.0,18,2.0,3,23,7.0,2.0,13.0
33,Yes,Travel_Rarely,1017.0,Research & Development,25,3.0,Medical,1108,3,Male,55.0,2.0,1.0,Research Scientist,3,Single,2313.0,2993.0,2,Yes,20.0,4.0,2.0,0.0,5,0.0,3,2,2.0,2.0,2.0
29,No,Travel_Rarely,153.0,Research & Development,15,2.0,Life Sciences,15,4,Female,49.0,2.0,2.0,Laboratory Technician,3,Single,4193.0,12682.0,0,Yes,12.0,3.0,4.0,0.0,10,3.0,3,9,5.0,0.0,8.0
56,No,Travel_Rarely,1441.0,Research & Development,19,3.0,Technical Degree,2603,1,Male,91.0,2.0,1.0,Research Scientist,2,Divorced,3534.0,23735.0,5,No,11.0,3.0,4.0,1.0,9,1.0,3,5,2.0,1.0,2.0
26,No,Travel_Rarely,375.0,Research & Development,3,2.0,Life Sciences,2285,4,Male,48.0,3.0,1.0,Research Scientist,3,Married,1220.0,16902.0,1,No,21.0,4.0,4.0,1.0,4,2.0,3,0,0.0,0.0,1.0
57,No,Travel_Rarely,1443.0,Research & Development,15,3.0,Technical Degree,2108,3,Female,54.0,3.0,3.0,Manufacturing Director,3,Married,4967.0,13941.0,8,No,10.0,3.0,3.0,1.0,24,2.0,3,5,7.0,0.0,8.0
23,Yes,Travel_Frequently,757.0,Sales,2,1.0,Technical Degree,2085,1,Female,102.0,2.0,1.0,Sales Representative,2,Single,2177.0,9147.0,1,Yes,8.0,3.0,3.0,0.0,0,3.0,3,6,2.0,1.0,2.0
41,No,Travel_Rarely,314.0,Human Resources,1,3.0,Human Resources,734,4,Male,59.0,2.0,5.0,Manager,3,Married,16679.875,19562.0,1,No,12.0,3.0,2.0,1.0,22,3.0,3,22,7.0,2.0,10.0
52,No,Travel_Frequently,890.0,Research & Development,7,4.0,Medical,867,3,Female,81.0,2.0,4.0,Manufacturing Director,4,Married,13826.0,19028.0,3,No,22.0,4.0,3.0,0.0,31,3.0,3,9,8.0,0.0,0.0
42,No,Travel_Rarely,635.0,Sales,1,1.0,Life Sciences,387,2,Male,99.0,3.0,2.0,Sales Executive,3,Married,4907.0,24532.0,1,No,25.0,4.0,3.0,0.0,20,3.0,3,20,16.0,11.0,6.0
46,No,Travel_Rarely,734.0,Research & Development,2,4.0,Medical,1789,3,Male,46.0,3.0,5.0,Research Director,4,Divorced,16679.875,14218.0,7,Yes,17.0,3.0,3.0,1.0,24,3.0,3,2,1.0,2.0,2.0
34,No,Travel_Rarely,404.0,Research & Development,2,4.0,Technical Degree,1383,3,Female,98.0,3.0,2.0,Healthcare Representative,4,Single,6687.0,6163.0,1,No,11.0,3.0,4.0,0.0,14,2.0,4,14,11.0,4.0,11.0
37,No,Travel_Rarely,1237.0,Human Resources,5,2.0,Other,2330,3,Male,90.0,3.0,2.0,Human Resources,2,Divorced,4073.0,12834.0,2,No,14.0,3.0,3.0,0.0,22,4.0,2,8,0.0,4.0,7.0
30,Yes,Travel_Frequently,448.0,Sales,12,4.0,Life Sciences,648,2,Male,74.0,2.0,1.0,Sales Representative,1,Married,2033.0,14470.0,1,No,18.0,3.0,3.0,1.0,1,2.0,4,1,0.0,0.0,0.0
51,Yes,Travel_Rarely,266.0,Sales,2,1.0,Marketing,2078,1,Female,54.0,1.0,5.0,Manager,4,Married,4967.0,25843.0,2,No,12.0,3.0,4.0,1.0,34,3.0,3,32,14.0,6.0,9.0
38,No,Travel_Rarely,119.0,Sales,3,3.0,Life Sciences,307,1,Male,76.0,3.0,3.0,Sales Executive,3,Divorced,10609.0,9647.0,0,No,12.0,3.0,3.0,2.0,17,6.0,2,16,10.0,5.0,13.0
42,No,Travel_Rarely,462.0,Sales,14,2.0,Medical,936,3,Female,68.0,2.0,2.0,Sales Executive,3,Single,6244.0,7824.0,7,No,17.0,3.0,1.0,0.0,10,6.0,3,5,4.0,0.0,3.0
42,No,Travel_Rarely,508.0,Research & Development,10,2.0,Technical Degree,2641,2,Female,43.0,4.0,1.0,Research Scientist,3,Married,3377.0,18863.0,1,No,11.0,3.0,3.0,0.0,13,3.0,3,12,6.0,0.0,8.0
45,No,Travel_Rarely,176.0,Human Resources,4,3.0,Life Sciences,1744,3,Female,56.0,1.0,3.0,Human Resources,3,Married,9756.0,6595.0,4,No,21.0,4.0,3.0,2.0,9,2.0,4,5,0.0,0.0,3.0
58,Yes,Travel_Rarely,601.0,Research & Development,7,4.0,Medical,1360,3,Female,53.0,2.0,3.0,Manufacturing Director,1,Married,10008.0,12023.0,7,Yes,14.0,3.0,4.0,0.0,31,0.0,2,10,9.0,5.0,9.0
32,No,Travel_Rarely,529.0,Research & Development,2,3.0,Technical Degree,2038,4,Male,78.0,3.0,1.0,Research Scientist,1,Single,2439.0,11288.0,1,No,14.0,3.0,4.0,0.0,4,4.0,3,4,2.0,1.0,2.0
27,No,Travel_Rarely,954.0,Sales,9,3.0,Marketing,1965,4,Male,44.0,3.0,2.0,Sales Executive,4,Single,4105.0,5099.0,1,No,14.0,3.0,1.0,0.0,7,5.0,3,7,7.0,0.0,7.0
27,No,Travel_Rarely,1302.0,Research & Development,19,3.0,Other,1619,4,Male,67.0,2.0,1.0,Laboratory Technician,1,Divorced,4066.0,16290.0,1,No,11.0,3.0,1.0,2.0,7,3.0,3,7,7.0,0.0,7.0
42,No,Travel_Frequently,288.0,Research & Development,2,3.0,Life Sciences,1547,4,Male,40.0,3.0,3.0,Healthcare Representative,4,Married,10124.0,18611.0,2,Yes,14.0,3.0,3.0,1.0,24,3.0,1,20,8.0,13.0,9.0
38,No,Travel_Frequently,471.0,Research & Development,12,3.0,Life Sciences,837,1,Male,45.0,2.0,2.0,Healthcare Representative,1,Divorced,6288.0,4284.0,2,No,15.0,3.0,3.0,1.0,13,3.0,2,4,3.0,1.0,2.0
35,No,Travel_Rarely,384.0,Sales,8,4.0,Life Sciences,805,1,Female,72.0,3.0,1.0,Sales Representative,4,Married,2572.0,20317.0,1,No,16.0,3.0,2.0,1.0,3,1.0,2,3,2.0,0.0,2.0
40,No,Travel_Rarely,896.0,Research & Development,2,3.0,Life Sciences,1474,3,Male,68.0,3.0,1.0,Research Scientist,3,Divorced,2345.0,8045.0,2,No,14.0,3.0,3.0,1.0,8,3.0,4,3,1.0,1.0,2.0
45,No,Travel_Rarely,193.0,Research & Development,6,4.0,Other,101,4,Male,52.0,3.0,3.0,Research Director,1,Married,13245.0,15067.0,4,Yes,14.0,3.0,2.0,0.0,17,3.0,4,0,0.0,0.0,0.0
42,Yes,Travel_Frequently,933.0,Research & Development,19,3.0,Medical,752,3,Male,57.0,4.0,1.0,Research Scientist,3,Divorced,2759.0,20366.0,6,Yes,12.0,3.0,4.0,0.0,7,2.0,3,5,2.0,2.0,2.0
42,No,Travel_Rarely,269.0,Research & Development,2,3.0,Medical,351,4,Female,56.0,2.0,1.0,Laboratory Technician,1,Divorced,2593.0,8007.0,0,Yes,11.0,3.0,3.0,1.0,10,4.0,3,9,6.0,7.0,8.0
26,Yes,Travel_Rarely,265.0,Sales,29,2.0,Medical,1037,2,Male,79.0,1.0,2.0,Sales Executive,1,Single,4969.0,21813.0,8,No,18.0,3.0,4.0,0.0,7,6.0,3,2,2.0,2.0,2.0
38,No,Travel_Rarely,433.0,Human Resources,1,3.0,Human Resources,1152,3,Male,37.0,4.0,1.0,Human Resources,3,Married,2844.0,6004.0,1,No,13.0,3.0,4.0,1.0,7,2.0,4,7,6.0,5.0,0.0
26,No,Travel_Rarely,841.0,Research & Development,6,3.0,Other,164,3,Female,46.0,2.0,1.0,Research Scientist,3,Married,2368.0,23300.0,1,No,19.0,3.0,3.0,0.0,5,3.0,2,5,4.0,4.0,3.0
34,No,Travel_Rarely,181.0,Research & Development,2,4.0,Medical,1755,4,Male,97.0,4.0,1.0,Research Scientist,4,Married,2932.0,5586.0,0,Yes,14.0,3.0,1.0,3.0,6,3.0,3,5,0.0,1.0,2.0
34,No,Travel_Rarely,216.0,Sales,1,4.0,Marketing,1047,2,Male,75.0,4.0,2.0,Sales Executive,4,Divorced,9725.0,12278.0,0,No,11.0,3.0,4.0,1.0,16,2.0,2,15,1.0,0.0,9.0
33,No,Travel_Rarely,1099.0,Research & Development,4,4.0,Medical,1502,1,Female,82.0,2.0,1.0,Laboratory Technician,2,Married,3838.0,8192.0,8,No,11.0,3.0,4.0,0.0,8,5.0,3,5,4.0,0.0,2.0
29,No,Non-Travel,1496.0,Research & Development,0,1.0,Technical Degree,2139,3,Male,41.0,3.0,2.0,Manufacturing Director,3,Married,4317.0,26284.0,1,No,16.0,3.0,1.0,1.0,13,1.0,3,8,7.0,0.0,9.0
54,No,Travel_Rarely,1406.0,Research & Development,11,2.0,Technical Degree,2512,4,Female,82.0,2.0,4.0,Manufacturing Director,2,Single,13144.0,24440.0,3,No,13.0,3.0,2.0,0.0,32,1.0,2,5,2.0,0.0,3.0
54,Yes,Travel_Rarely,1031.0,Sales,8,3.0,Life Sciences,2639,2,Male,61.0,3.0,3.0,Sales Executive,2,Single,8449.0,21532.0,9,Yes,19.0,3.0,3.0,0.0,12,2.0,2,7,7.0,7.0,7.0
52,No,Travel_Rarely,1219.0,Sales,2,4.0,Life Sciences,2631,1,Female,79.0,2.0,4.0,Manager,4,Married,15424.0,22018.0,2,No,19.0,3.0,3.0,0.0,28,3.0,3,22,8.0,3.0,7.0
30,No,Travel_Rarely,446.0,Research & Development,1,3.0,Medical,2195,4,Male,50.0,3.0,1.0,Research Scientist,4,Married,1703.0,16573.0,1,No,11.0,3.0,3.0,3.0,2,6.0,2,2,0.0,0.0,0.0
27,No,Travel_Frequently,829.0,Sales,8,1.0,Marketing,800,3,Male,84.0,3.0,2.0,Sales Executive,4,Married,4342.0,24008.0,0,No,19.0,3.0,2.0,1.0,5,3.0,3,5,2.0,1.0,1.0
25,Yes,Travel_Rarely,983.0,Research & Development,20,2.0,Life Sciences,2174,4,Female,96.0,3.0,1.0,Laboratory Technician,2,Married,2213.0,3374.0,1,No,15.0,3.0,1.0,1.0,0,3.0,1,1,0.0,0.0,0.0
36,No,Travel_Rarely,928.0,Sales,1,2.0,Life Sciences,857,2,Male,56.0,3.0,2.0,Sales Executive,4,Married,6201.0,2823.0,1,Yes,14.0,3.0,4.0,1.0,18,1.0,2,18,14.0,4.0,11.0
37,No,Travel_Rarely,124.0,Research & Development,3,3.0,Other,1062,4,Female,35.0,3.0,2.0,Healthcare Representative,2,Single,4967.0,13848.0,3,No,15.0,3.0,1.0,0.0,8,3.0,2,4,3.0,0.0,1.0
22,Yes,Travel_Rarely,389.0,Research & Development,10,1.0,Life Sciences,2366,4,Male,76.0,3.0,1.0,Research Scientist,2,Single,2472.0,26089.0,1,Yes,22.0,4.0,1.0,0.0,0,2.0,3,4,0.0,0.0,0.0
33,No,Travel_Frequently,1303.0,Research & Development,7,2.0,Life Sciences,1970,4,Male,36.0,3.0,2.0,Healthcare Representative,3,Divorced,5968.0,18079.0,1,No,20.0,4.0,3.0,3.0,9,2.0,3,9,7.0,2.0,8.0
40,No,Travel_Rarely,369.0,Research & Development,8,2.0,Life Sciences,1724,2,Female,92.0,3.0,2.0,Manufacturing Director,1,Married,6516.0,5041.0,2,Yes,16.0,3.0,2.0,1.0,18,3.0,3,1,0.0,0.0,0.0
36,No,Travel_Rarely,1266.0,Sales,10,4.0,Technical Degree,1880,2,Female,63.0,2.0,2.0,Sales Executive,3,Married,5673.0,6060.0,1,Yes,13.0,3.0,1.0,1.0,10,4.0,3,10,9.0,1.0,7.0
28,No,Travel_Rarely,821.0,Sales,5,4.0,Medical,916,1,Male,98.0,3.0,2.0,Sales Executive,4,Single,4908.0,24252.0,1,No,14.0,3.0,2.0,0.0,4,3.0,3,4,2.0,0.0,2.0
30,No,Travel_Rarely,1084.0,Sales,12,3.0,Technical Degree,2589,2,Female,80.0,3.0,2.0,Sales Executive,3,Single,6576.0,19559.0,0,No,10.0,3.0,2.0,0.0,3,6.0,3,5,4.0,4.0,4.0
31,No,Travel_Rarely,326.0,Sales,8,2.0,Life Sciences,1453,1,Male,31.0,3.0,3.0,Sales Executive,4,Divorced,10793.0,8386.0,1,No,18.0,3.0,1.0,1.0,13,5.0,3,13,7.0,9.0,9.0
30,Yes,Travel_Rarely,543.0,Sales,7,3.0,Life Sciences,2697,2,Female,69.0,1.0,2.0,Sales Executive,3,Married,4557.0,24785.0,3,Yes,12.0,3.0,3.0,1.0,3,2.0,3,3,2.0,2.0,2.0
33,No,Travel_Frequently,970.0,Sales,7,3.0,Life Sciences,1114,4,Female,30.0,3.0,2.0,Sales Executive,2,Married,4302.0,13401.0,0,No,17.0,3.0,3.0,1.0,4,3.0,3,3,2.0,0.0,2.0
55,No,Travel_Rarely,1218.0,Research & Development,4,4.0,Technical Degree,2621,1,Female,57.0,3.0,3.0,Research Director,3,Married,13552.0,24003.0,9,No,9.0,3.0,1.0,1.0,10,5.0,1,5,3.0,0.0,3.0
30,No,Travel_Rarely,852.0,Sales,10,3.0,Marketing,1179,3,Male,72.0,2.0,2.0,Sales Executive,3,Married,6578.0,2706.0,1,No,18.0,3.0,1.0,1.0,10,3.0,3,10,3.0,1.0,4.0
28,No,Travel_Rarely,1172.0,Sales,2,3.0,Medical,2116,3,Female,78.0,3.0,1.0,Sales Representative,2,Married,2858.0,3693.0,1,No,19.0,3.0,4.0,1.0,3,3.0,3,0,0.0,0.0,0.0
